oc 29,"n 1 a device for stirring eggs, cream, etc very fast: an electric ___. 2 a quick light brushing movement: a ___ of a horse's tail. +___v 1 (a) to take sb/sth away or in the specified direction quickly and suddenly: [Vnp] The waiter __d away the plates before we had finished. (b): [Vp] He __d off before I could speak to him. 2:[Vn] ___ the egg whites until stiff. 3: [Vn] The horse __d its tail angrily.",1/29/2013,whisk,,
oc,"n [pl] 1 (a) members of a male religious group; brothers (3). (b) members of the Christian Church, or certain other religious groups. 2 (often rhet) people having a common interest or engaged in a common activity: We must take care to protect the weaker ___ in our society.",2/14/2013,brethren,,
oc,"adj (fml) 1 having a full deep sound: a ___ voice/tone. 2 (of language, words, etc) sounding impressive and important: a ___ style of writing. + __ity n[U,C] (fml) the __ity of the bass voices +rich orchestral __ities. __ly adv: speak __ly.",2/15/2013,sonorous,,
oc oc0 oc3 27,"a_p_ v to reduce the intensity of sb's feelings, usu by satisfying their needs or demands partly or in full: [Vn] measures intended to ___ hunger/curiosity. +___ment n[U]: a policy of ___ment.",1/22/2012,appease,,
oc oc0 oc2 29,"n a small raised and usu enclosed platform in a church where a priest, etc stands to speak to the people there. ___s are usu made of wood or stone: (fig) The policy has been widely condemned from the ___ (ie by members of the clergy).",12/6/2012,pulpit,,
oc,"PHR V to resist an attack or advance by sb: Though outnumbered, they __d ___ (repeated attacks by) the enemy for three days.",,hold sb/sth off,,
oc,n (a) (in art) a small plump naked child with wings. (b) a child who looks sweet or innocent: What a little ___!,4/27/2011,cherub,,
oc oc2,"n [U] 1 (law) the system by which a person found guilty of a crime is not sent to prison, but is legally required to report reqularly to an official for a fixed period of time: She was convicted of reckless driving and put on ___ for three years. 2 the testing of a person's abilities or behaviour to find out if he or she is suitable, esp for a job.",2/17/2013,probation,,
oc,"n the triangular upper part of the side or end of a building, under a sloping roof: __ends. +__d adj a __d house/roof.",2/16/2013,gable,,
oc oc3,n 1 a shade or variety of a colour: __s of green in the sky at dawn +white with a bluish ___. 2 (a) a weak dye for colouring the hair. +___ v (esp passive) [Vn] __d glass/glasses (ie made slightly darker) +blue-__d hair.,11/19/2012,tint,,
oc,b__ n 2 [U] (infml) Strength from powerful muscles: He's got plenty of ___. 3[C] (infml) a complaint; a grumble :He came to me with a ___ about the noise we'd been making. +__v ~(about sth/sb)(infml) to complain: [Vpr] What are you __ing about now? [also V]. PHR V ___ sth up (infml esp US) to add force or weight to sth: The company are taking on more staff to ___ up production.,2/17/2013,beef,,
oc,"adv at a high cost: If you want to make money, buy cheap and sell ___. __ly adv 1 very much: She would __ly like to get that job. 2 with great loss, damage, etc: She paid __ly for her mistake (ie It caused her many problems). +Victory was __ly bought (eg because many soldiers died).",2/19/2013,dear,,
oc,"conj 1 (fml) in contrast or comparison with the fact that; while: He earns £10000 a year ___ she gets at least £30000 + We thought she was rather arrogant, ___ in fact she was just very shy. 2 (esp law)(at the beginning of sentence in official documents) taking into consideration the fact that.",2/25/2013,whereas,,
oc oc0 oc2 oc2 oc3 28,"f__ v ~(on sth) 1 (of a plan, etc) to fail; to break down: [V] The project __d as a result of lack of finance. [Vpr] The talks __d on the lack of mutual trust. 2 (of a ship) to fill with water and sink: [Vpr] The boat __d on rocks near the harbour. [also V].",3/16/2012,founder,,
